seq,operation,phase,address_offset,register,write_value,redundant_from_reset,read_mask,compare,read_expect,description
459,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
460,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
461,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
462,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
463,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
464,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
465,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
466,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
467,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
468,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
469,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
470,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
471,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
472,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
473,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000008,ENG1_RXDATA0     bits 31:0
474,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000008,ENG1_RXDATA1     bits 63:32
475,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
476,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
477,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
478,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
479,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
480,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
481,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
482,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000010,ENG1_RXDATA0     bits 31:0
483,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000010,ENG1_RXDATA1     bits 63:32
484,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
485,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
486,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
487,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
488,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
489,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
490,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
491,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
492,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
493,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
494,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
495,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
496,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
497,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
498,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
499,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
500,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
501,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000009,ENG1_RXDATA0     bits 31:0
502,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000009,ENG1_RXDATA1     bits 63:32
503,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
504,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
505,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
506,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
507,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
508,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
509,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
510,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000011,ENG1_RXDATA0     bits 31:0
511,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000011,ENG1_RXDATA1     bits 63:32
512,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
513,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
514,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
515,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
516,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
517,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
518,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
519,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
520,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
521,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
522,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
523,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
524,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
525,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
526,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
527,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
528,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
529,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000a,ENG1_RXDATA0     bits 31:0
530,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000a,ENG1_RXDATA1     bits 63:32
531,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
532,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
533,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
534,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
535,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
536,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
537,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
538,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000012,ENG1_RXDATA0     bits 31:0
539,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000012,ENG1_RXDATA1     bits 63:32
540,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
541,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
542,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
543,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
544,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
545,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
546,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
547,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
548,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
549,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
550,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
551,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
552,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
553,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
554,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
555,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
556,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
557,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000b,ENG1_RXDATA0     bits 31:0
558,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000b,ENG1_RXDATA1     bits 63:32
559,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
560,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
561,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
562,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
563,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
564,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
565,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
566,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000013,ENG1_RXDATA0     bits 31:0
567,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000013,ENG1_RXDATA1     bits 63:32
568,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
569,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
570,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
571,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
572,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
573,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
574,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
575,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
576,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
577,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
578,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
579,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
580,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
581,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
582,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
583,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
584,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
585,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000c,ENG1_RXDATA0     bits 31:0
586,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000c,ENG1_RXDATA1     bits 63:32
587,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
588,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
589,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
590,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
591,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
592,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
593,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
594,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000014,ENG1_RXDATA0     bits 31:0
595,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000014,ENG1_RXDATA1     bits 63:32
596,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
597,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
598,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
599,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
600,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
601,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
602,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
603,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
604,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
605,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
606,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
607,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
608,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
609,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
610,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
611,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
612,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
613,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000d,ENG1_RXDATA0     bits 31:0
614,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000d,ENG1_RXDATA1     bits 63:32
615,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
616,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
617,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
618,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
619,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
620,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
621,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
